2024-10-27 14:25:47,912 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:25:47,919 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:25:47,919 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:25:50,574 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:25:50,577 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:25:50,577 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:25:56,984 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:25:56,987 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:25:56,987 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:26:00,094 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:26:00,098 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:26:00,098 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:26:05,853 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:26:35,078 INFO    MainThread:25872 [wandb_watch.py:_watch():71] Watching
2024-10-27 14:27:04,672 INFO    MainThread:25872 [wandb_watch.py:_watch():71] Watching
2024-10-27 14:28:04,305 INFO    MainThread:25872 [wandb_watch.py:_watch():71] Watching
2024-10-27 14:29:42,227 INFO    MainThread:25872 [wandb_watch.py:_watch():71] Watching
2024-10-27 14:30:13,142 INFO    MainThread:25872 [wandb_watch.py:_watch():71] Watching
2024-10-27 14:33:08,743 INFO    MainThread:25872 [wandb_watch.py:_watch():71] Watching
2024-10-27 14:36:11,122 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:36:11,122 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:36:28,582 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:36:28,634 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:36:28,634 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:36:31,712 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:36:31,881 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:36:31,881 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:36:36,021 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:36:37,925 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:36:37,925 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:36:44,746 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:36:46,265 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:36:46,265 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
2024-10-27 14:37:12,028 INFO    MainThread:25872 [wandb_init.py:_resume_backend():450] resuming backend
2024-10-27 14:37:12,234 INFO    MainThread:25872 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-27 14:37:12,235 INFO    MainThread:25872 [wandb_init.py:_pause_backend():445] pausing backend
